variable,label,unique_values,variable_type
m3i20,"In past year, did you think you were eligible for food stamps?",6,categorical
m3i20a,Did you apply for food stamps in the past year?,4,categorical
m3i20b,What happened with the application?,7,categorical
m3i21,Did you fill out a federal tax return for 1999 or 2000?,6,categorical
m3i22,Did you fill out a special form for the Earned Income Credit (EIC)?,6,categorical
m3i23a,"In past year, did you receive free food or meals?",5,categorical
m3i23b,"In past year, did you not pay full rent or mortgage?",5,categorical
m3i23c,"In past year, were you evicted from home?",5,categorical
m3i23d,"In past year,did you not pay full gas/oil/electricity bill?",5,categorical
m3i23e,"In past year, did you borrow money from friends/family?",5,categorical
m3i23f,"In past year, did you move in with other people because of fin. problems?",5,categorical
m3i23g,"In past year, did you stay in shelter/car/abandoned building?",5,categorical
m3i23h,"In past year, did someone not see doctor/hospital?",5,categorical
m3i23i,"In past year, did you cut back on buying yourself clothes?",5,categorical
m3i23j,"In past year, did you work overtime or take second job?",5,categorical
m3i24,Have you ever been stopped by police (non-traffic offense)?,5,categorical
m3i25,Have you been booked or charged with breaking the law?,5,categorical
m3i26,Do you have any charges pending against you?,5,categorical
m3i26a,How many charges do you have pending?,7,continuous
m3i26b_1,Charges pending: assault?,1,categorical
m3i26b_2,Charges pending: robbery or theft?,1,categorical
m3i26b_3,Charges pending: possession/use/sale of drugs?,1,categorical
m3i26b_4,Charges pending: major traffic offense?,1,categorical
m3i26b_5,Charges pending: non-payment of child support?,1,categorical
m3i26b_6,Charges pending: parole or probation violation?,1,categorical
m3i26b_7,18C ONLY: Charges pending: simple assault?,1,categorical
m3i26b_8,Charges pending: other?,1,categorical
m3i27,Have you ever been convicted of any charges (not traffic violations)?,5,categorical
m3i27a,How many times have you been convicted of something?,12,continuous
m3i27b,How old were you the first time/when this happened? (years),1,categorical
m3i27c,Was respondent convicted only one time?,4,categorical
m3i27d2,When was your most recent conviction (year)?,1,continuous
m3i28_1,Charges convicted: assault?,1,categorical
m3i28_2,Charges convicted: robbery or theft?,1,categorical
m3i28_3,Charges convicted: possession/use/sale of drugs?,1,categorical
m3i28_4,Charges convicted: major traffic offense?,1,categorical
m3i28_5,Charges convicted: non-payment of child support?,1,categorical
m3i28_6,Charges convicted: parole/probation violation?,1,categorical
m3i28_7,18C ONLY: Charges convicted: simple assault?,1,categorical
m3i28_8,Charges convicted: other?,1,categorical
m3i29,Have you ever spent time in a correctional institution?,5,categorical
m3i30,Did you ever spend time in a youth correctional institution?,4,categorical
m3i30a,"How much time did you serve, altogether? (months)",9,continuous
m3i31,Did you ever spend any time in an adult correctional institution?,4,categorical
m3i31a,"How much time did you serve, altogether? (months)",29,continuous
m3i31a1,INT CHK: HAS R SERVED TIME IN A JUVENILE OR ADULT INSTITUTION?,4,categorical
m3i31b,How old were you the first time/when you went to a correctional institution?,1,categorical
m3i31c2,When was your most recent incarceration? (year),1,continuous
m3i31d2,When were you released? (year),1,continuous
m3i32,Were you ever required to perform community service/been on probation?,5,categorical
m3j0a,"Overall, how satisfied are you with your life?",7,categorical
m3j0b1,How important are romantic relationships to your happiness?,6,categorical
m3j0b2,How important is money to your happiness?,6,categorical
m3j0b3,How important is sex to your happiness?,6,categorical
m3j0b4,How important is work to your happiness?,6,categorical
m3j0b5,How important is friendship to your happiness?,6,categorical
m3j0b6,How important is religious faith to your happiness?,6,categorical
m3j0b7,How important is family relationship to your happiness?,6,categorical
m3j1,"In general, how is your health?",8,categorical
m3j2,Do you have any serious health problem that limits the work you can do?,5,categorical
m3j2a,Do you regularly take medication for physical or mental problems?,5,categorical
m3j2b_1,Take medication for: diabetes?,1,categorical
m3j2b_2,Take medication for: asthma?,1,categorical
m3j2b_3,Take medication for: high blood pressure?,1,categorical
m3j2b_4,Take medication for: depression?,1,categorical
m3j2b_5,Take medication for: anxiety?,1,categorical
m3j2b_6,Take medication for: attention deficit?,1,categorical
m3j2b_7,Take medication for: pain?,1,categorical
m3j2b_8,Take medication for: seizures/epilepsy?,1,categorical
m3j2b_9,Take medication for: anything else?,1,categorical
m3j2c,"In past year, have you stayed overnight at hospital/gone to emergency room?",5,categorical
m3j2d,"In past year, how many times have you stayed overnight/gone to emergency room?",16,continuous
m3j2d1,How many times gone to ER because of your own injury/illness in last year?,18,continuous
m3j2e1,What is your height? (feet),1,continuous
m3j2e2,What is your height? (inches),1,continuous
m3j2f,How much do you weigh? (pounds),1,continuous
m3j2g1,What is father's height? (feet),1,continuous
m3j2g2,What is father's height? (inches),1,continuous
m3j2h,How much does father weigh? (pounds),1,continuous
m3j3,Are you/your child(ren) covered by Medicaid/any government program?,5,categorical
m3j3a,Who is covered by this program?,5,categorical
m3j4,Are you or your child(ren) currently covered by private health insurance?,6,categorical
m3j4a,Who is covered by private insurance?,6,categorical
m3j4b_1,Who purchased plan: purchased by self,5,categorical
m3j4b_2,Who purchased plan: purchased by other,5,categorical
m3j4b_3,Who purchased plan: through respondent's employer,5,categorical
m3j4b_4,Who purchased plan: through child's father's employer,5,categorical
m3j4b_5,Who purchased plan: through partner's employer,5,categorical
m3j4b_6,Who purchased plan: other,5,categorical
m3j5,"In past year, have you felt sad/depressed for 2 or more weeks in a row?",6,categorical
m3j6,How long did your feelings last each day?,8,categorical
m3j7,"During those 2 weeks, how often did you feel this way?",5,categorical
m3j8,"During those 2 weeks, did you lose interest in most things?",5,categorical
m3j9,"In past year, was there 2 week period when you lost interest in most things?",7,categorical
m3j10,How long each day did your loss of interest usually last?,7,categorical
m3j11,"During those 2 weeks, did you feel this way...?",5,categorical
m3j12,"During those 2 weeks, did you feel more tired/low on energy than usual?",5,categorical
m3j13,"Did you gain/lose weight without trying, or stay the same?",7,categorical
m3j13a,About how much weight did you gain/lose? (pounds),31,continuous
m3j14,Did you have trouble falling asleep during those 2 weeks?,5,categorical
m3j14a,How often did you have trouble falling asleep during those 2 weeks?,5,categorical
m3j15,Did you have a lot more trouble concentrating than usual?,5,categorical
m3j16,During this period did you feel down on yourself?,5,categorical
m3j17,Did you think a lot about death during those 2 weeks?,5,categorical
m3j18,"In past year, did you feel worried/tense/anxious for a month or more?",5,categorical
m3j18a,"In past year, did you worry a lot more than most people would?",6,categorical
m3j18b,Is that period of time still going on?,5,categorical
m3j18c1,How long has it been going on? (weeks),9,continuous
m3j18c2,How long has it been going on? (months),18,continuous
m3j18c3,How long has it been going on? (years),18,continuous
m3j18d1,How long did it go on before it ended? (weeks),10,continuous
m3j18d2,How long did it go on before it ended? (months),15,continuous
m3j18d3,How long did it go on before it ended? (years),6,continuous
m3j19,Did worry last 6 months or longer?,4,categorical
m3j20,"During that/this period, was/is worry stronger than in other people?",5,categorical
m3j21,Did/do you worry most days?,5,categorical
m3j22,Did/do you worry about one particular thing or more than one thing?,5,categorical
m3j23,Did/do you find it difficult to stop worrying?,5,categorical
m3j24,Did/do you have different worries on your mind at the same time?,5,categorical
m3j25,How often was/is worry so strong you couldn't put it out of mind?,8,categorical
m3j26,How often did/do you find it difficult to control your worry?,8,categorical
m3j27a,"When you were/are worried, were you also restless?",5,categorical
m3j27b,"When worried, were you also keyed up or on edge?",5,categorical
m3j27c,"When worried, were you also easily tired?",5,categorical
m3j27d,"When worried, were you also having difficulty keeping mind on task?",5,categorical
m3j27e,"When worried, were you also more irritable than usual?",5,categorical
m3j27f,"When worried, were you also having tense/sore/aching muscles?",5,categorical
m3j27g,"When worried, were you also having trouble falling/staying asleep?",5,categorical
m3j28,What is the largest number of drinks consumed in a day in past year?,8,categorical
m3j28a,"In past year, how often had 4 or more drinks in one day?",8,categorical
m3j29,"In past year, did drinking ever interfere with your life?",5,categorical
m3j29a,How often in past year did drinking interfere with your life?,7,categorical
m3j30,"In past year, were you under influence of alcohol in dangerous situation?",1,categorical
m3j31,"In past year, ever had emotional/psychological problems from alcohol?",4,categorical
m3j32,"In past year, did you have such a strong desire you had to drink?",6,categorical
m3j33,"In past year, did you have a mon pd that you spend lots of time drinking?",4,categorical
m3j34,"In past year, did you ever drink more/for longer than intended?",4,categorical
m3j34a,How often did you drink more than intended?,7,categorical
m3j35,"In past year, was there a time you had to drink more to get same effect?",4,categorical
m3j36a,"In past year, used sedatives on your own?",1,categorical
m3j36b,"In past year, used tranquilizers on your own?",1,categorical
m3j36c,"In past year, used amphetamines on your own?",1,categorical
m3j36d,"In past year, used analgesics on your own?",1,categorical
m3j36e,"In past year, used inhalants on your own?",1,categorical
m3j36f,"In past year, used marijuana on your own?",1,categorical
m3j36g,"In past year, used cocaine on your own?",1,categorical
m3j36h,"In past year, used LSD/hallucinogens on your own?",1,categorical
m3j36i,"In past year, used heroin on your own?",1,categorical
m3j36j,Did respondent use one/more drugs?,3,categorical
m3j36k,"In past year, how often did you use drugs?",8,categorical
m3j37,"In past year, did drug use interfere with work/school/home life?",4,categorical
m3j37a,How often did drug use interfere with work/school/home life?,7,categorical
m3j38,"In past year, were you under influence of drugs in dangerous situation?",1,categorical
m3j39,"In past year, had any emotional/psychological problems from drugs?",4,categorical
m3j40,"In past year, had such a strong desire, you had to use drugs?",4,categorical
m3j41,"In past year, had period of a mth when you spent a lot of time using drugs?",5,categorical
m3j42,"In past year, used more drugs/for longer time than intended?",4,categorical
m3j42a,How often used more drugs/for longer than intended?,8,categorical
